4,CPLEX Default,par = 1.5,par = 2.0,par = 5.0
../Dataset/ReducedLP/scpnrf4_reduced.lp,20.182270000000006,563.6319070000002,890.5551029999998,876.0727539999998
../Dataset/ReducedLP/scpnrf4_reduced.lp,20.530682000000002,475.595229,1383.341683,541.939572
../Dataset/ReducedLP/scpnrf4_reduced.lp,21.626109,652.701741,612.287578,733.0478019999998
../Dataset/ReducedLP/scpnrf5_reduced.lp,18.352757999999998,525.900638,649.5058799999998,427.159177
../Dataset/ReducedLP/scpnrf5_reduced.lp,24.897322,606.375377,3246.945357,908.258375
../Dataset/ReducedLP/scpnrf5_reduced.lp,20.541801,405.406548,4814.0420159999985,797.706544
../Dataset/ReducedLP/scpnrf5_reduced.lp,54.69866500000001,472.372944,1574.336551,1374.871186
../Dataset/ReducedLP/scpnrf5_reduced.lp,22.226454999999998,582.266972,664.7973400000002,761.835934
../Dataset/ReducedLP/scpnrf5_reduced.lp,49.531196,3869.54963,1049.804542,628.521249
../Dataset/ReducedLP/scpnrf5_reduced.lp,85.403847,901.72158,406.369474,678.5746
../Dataset/ReducedLP/scpnrf5_reduced.lp,20.838882,1144.082834,941.646883,1624.155367
../Dataset/ReducedLP/scpnrf5_reduced.lp,17.425585,4917.54934,1221.288067,820.4204490000002
../Dataset/ReducedLP/scpnrf5_reduced.lp,35.370503,540.017372,669.534727,595.902374
../Dataset/ReducedLP/scpnrg1_reduced.lp,3600.754175,8291.066515,14401.237913,8010.862914
../Dataset/ReducedLP/scpnrg1_reduced.lp,3535.8846329999997,6044.069727,5782.884265,7082.408452
../Dataset/ReducedLP/scpnrg1_reduced.lp,2615.202384,7192.706238,6334.565412,7371.003294
../Dataset/ReducedLP/scpnrg1_reduced.lp,2665.373143,5545.219699,7492.222419,7866.519948
../Dataset/ReducedLP/scpnrg1_reduced.lp,3360.243376,8093.174266,7801.080748,6801.536729
../Dataset/ReducedLP/scpnrg1_reduced.lp,2640.668875,4964.763712,9548.486073,7615.769912999999
../Dataset/ReducedLP/scpnrg1_reduced.lp,3600.7431659999997,8501.941161,7930.4568450000015,9244.839487
../Dataset/ReducedLP/scpnrg1_reduced.lp,3012.764646,8643.086643,8624.245098000001,7769.701531999999
